Employee ID,Leave_Start_Date,Leave_End_Date,Date of joining the company,Type of Leave,Reason of Leave,Department/Team,Position in team,Application Status
170,13-04-2017,13-04-2017,09-02-2016,Leave Without Pay for SixCap Mumbai COE Intern,I have some Personal work which I need to be complete.,null,Trainee Dealer,Approved
170,14-04-2017,14-04-2017,09-02-2016,Leave Without Pay for SixCap Mumbai COE Intern,I have some Personal work which I have to be complete,null,Trainee Dealer,Approved
170,17-04-2017,17-04-2017,09-02-2016,Leave Without Pay for SixCap Mumbai COE Intern,I have some Personal work which I have to be complete,null,Trainee Dealer,Approved
170,28-04-2017,28-04-2017,09-02-2016,Leave Without Pay for SixCap Mumbai COE Intern,I have some Personal work which I need to be complete.,null,Trainee Dealer,Approved
170,02-05-2017,02-05-2017,09-02-2016,Leave Without Pay for SixCap Mumbai COE Intern,I have some Personal work which I need to be complete.,null,Trainee Dealer,Approved
170,17-01-2017,17-01-2017,09-02-2016,Leave Without Pay for SixCap Mumbai COE Intern,Sonali madam needs my bank account statement on urgent basis for visa application. So I need to go to the bank personally.,null,Trainee Dealer,Rejected
170,30-01-2017,30-01-2017,09-02-2016,Leave Without Pay for SixCap Mumbai COE Intern,I have Dentist appointment ,null,Trainee Dealer,Rejected
244,09-12-2016,09-12-2016,28-09-2016,Earned Leave Confirmed VHR,To Attend Marriage of Cousin Brother,Tech Infra,Product Development Intern,Approved
244,11-01-2017,11-01-2017,28-09-2016,Earned Leave Intern VHR,"To go with my elder sister for her joining at her new job in Gharaunda, Haryana.",Tech Infra,Product Development Intern,Approved
244,10-03-2017,10-03-2017,28-09-2016,Earned Leave Intern VHR,To attend function at my home on my birthday.,Tech Infra,Product Development Intern,Approved
244,08-03-2017,09-03-2017,28-09-2016,Leave Without Pay LWP for VHR Interns,To attend function at my home on my birthday.,Tech Infra,Product Development Intern,Approved
664,17-04-2017,17-04-2017,09-02-2017,Earned Leave Intern COE,Cousin's Engagement.,Business Process Management,Forex Intern,Approved
664,27-02-2017,27-02-2017,09-02-2017,Earned Leave Intern COE,I am an engineering student and I have mid-semester exam on this date. ,Business Process Management,Forex Intern,Approved
664,31-03-2017,31-03-2017,09-02-2017,Earned Leave Intern COE,casual leave,Business Process Management,Forex Intern,Approved
664,11-04-2017,13-04-2017,09-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Submissions.,Business Process Management,Forex Intern,Approved
664,18-04-2017,18-04-2017,09-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,University exams.,Business Process Management,Forex Intern,Approved
664,26-04-2017,27-04-2017,09-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,External vivas.,Business Process Management,Forex Intern,Approved
664,28-02-2017,28-02-2017,09-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,I am an engineering student and I have mid-semester exam on this date.,Business Process Management,Forex Intern,Approved
664,05-04-2017,05-04-2017,09-02-2017,Earned Leave Intern COE,Project preparation,Business Process Management,Forex Intern,Rejected
664,17-04-2017,17-04-2017,09-02-2017,Earned Leave Intern COE,Causal leave,Business Process Management,Forex Intern,Rejected
625,12-04-2017,12-04-2017,17-01-2017,Earned Leave Intern COE,casual leave,Not Available,Forex Intern,Approved
625,10-02-2017,10-02-2017,17-01-2017,Earned Leave Intern COE,casual leave,Not Available,Forex Intern,Approved
625,14-03-2017,14-03-2017,17-01-2017,Earned Leave Intern COE,casual leave,Not Available,Forex Intern,Approved
123,11-04-2017,11-04-2017,01-09-2016,Sick Leave Confirmed COE,Visiting my hometown,null,Trainee Dealer,Approved
123,10-04-2017,10-04-2017,01-09-2016,Casual Leave Confirmed COE,Visiting my hometown.,null,Trainee Dealer,Approved
123,02-01-2017,02-01-2017,01-09-2016,Earned Leave Confirmed COE,I was coming back to Mumbai from my hometown so got late and not able to attend first session.,null,Trainee Dealer,Rejected
123,19-01-2017,20-01-2017,01-09-2016,Earned Leave Confirmed COE,Wedding ceremony of cousin sister .,null,Trainee Dealer,Pending
171,28-03-2017,28-03-2017,11-02-2016,Earned Leave Intern COE,Sick leave,null,Trainee Dealer,Approved
171,17-02-2017,17-02-2017,11-02-2016,Earned Leave Intern COE,family function,null,Trainee Dealer,Rejected
171,03-03-2017,03-03-2017,11-02-2016,Earned Leave Intern COE,Family function,null,Trainee Dealer,Rejected
171,20-02-2017,20-02-2017,11-02-2016,Leave Without Pay for SixCap Mumbai COE Intern,Sick Leave,null,Trainee Dealer,Rejected
171,06-03-2017,06-03-2017,11-02-2016,Leave Without Pay for SixCap Mumbai COE Intern,Family function,null,Trainee Dealer,Rejected
199,03-04-2017,03-04-2017,01-07-2016,Earned Leave Intern COE,family function,null,Forex Intern,Approved
199,17-04-2017,17-04-2017,01-07-2016,Earned Leave Intern COE,family function,null,Forex Intern,Approved
199,09-02-2017,09-02-2017,01-07-2016,Earned Leave Intern COE,Personal work ,null,Forex Intern,Approved
199,23-01-2017,23-01-2017,01-07-2016,Earned Leave Intern COE,Personal work ,null,Forex Intern,Approved
199,20-03-2017,20-03-2017,01-07-2016,Earned Leave Intern COE,Family function ,null,Forex Intern,Approved
199,18-04-2017,18-04-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,family function,null,Forex Intern,Approved
199,17-02-2017,17-02-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,Not feeling well ,null,Forex Intern,Approved
199,03-03-2017,03-03-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,Uncle is expired ,null,Forex Intern,Approved
105,10-04-2017,10-04-2017,01-07-2016,Sick Leave Confirmed COE,Due to cold and fever it won't be possible for me to come to office,null,Trainee Dealer,Approved
105,27-04-2017,28-04-2017,01-07-2016,Earned Leave Confirmed COE,I have to attend my Sisters wedding in Chennai,null,Trainee Dealer,Approved
105,01-05-2017,01-05-2017,01-07-2016,Earned Leave Confirmed COE,I have to attend my sisters wedding in Chennai,null,Trainee Dealer,Approved
105,02-05-2017,02-05-2017,01-07-2016,Casual Leave Confirmed COE,I have to attend sisters wedding in Chennai ,null,Trainee Dealer,Approved
105,21-12-2016,23-12-2016,01-07-2016,Earned Leave Confirmed COE,I had to attend a wedding outside Mumbai.I had already applied for leave via my personal mail id(maithili.shivakumar@gmail.com) dated 20/12/2016.,null,Trainee Dealer,Rejected
105,06-02-2017,07-02-2017,01-07-2016,Earned Leave Confirmed COE,Sister's engagement cermony,null,Trainee Dealer,Rejected
105,08-02-2017,08-02-2017,01-07-2016,Earned Leave Confirmed COE,Delay in train arrival I will not be able to attend office,null,Trainee Dealer,Rejected
665,02-03-2017,02-03-2017,16-01-2017,Earned Leave Intern COE,Viva in College,Not Available,Forex Intern,Approved
665,16-03-2017,16-03-2017,16-01-2017,Earned Leave Intern COE,RING CEREMONY OF MY BROTHER,Not Available,Forex Intern,Approved
665,03-04-2017,07-04-2017,16-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,MID SEMESTER EXAMS IN COLLEGE.,Not Available,Forex Intern,Approved
665,11-04-2017,14-04-2017,16-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,viva and submission  ,Not Available,Forex Intern,Approved
665,18-04-2017,21-04-2017,16-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,internal examination in college,Not Available,Forex Intern,Approved
665,06-03-2017,06-03-2017,16-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Viva in College,Not Available,Forex Intern,Approved
665,17-04-2017,17-04-2017,16-01-2017,Earned Leave Intern COE,"Out of station, Family function at baroda",Not Available,Forex Intern,Rejected
665,06-03-2017,06-03-2017,16-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,VIVA IN COLLEGE,Not Available,Forex Intern,Rejected
480,28-04-2017,28-04-2017,09-12-2016,Earned Leave Intern COE,personal reason ,Not Available,Forex Intern,Approved
480,10-02-2017,10-02-2017,09-12-2016,Earned Leave Intern COE,personal,Not Available,Forex Intern,Approved
509,05-04-2017,05-04-2017,09-12-2016,Earned Leave Intern COE,personal ,Not Available,Intern,Approved
509,06-04-2017,06-04-2017,09-12-2016,Earned Leave Intern COE,personal ,Not Available,Intern,Approved
509,02-01-2017,06-01-2017,09-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Passport Work,Not Available,Intern,Approved
639,05-04-2017,07-04-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,college midterm exams,Not Available,Forex Intern,Approved
639,11-04-2017,12-04-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,family  function,Not Available,Forex Intern,Approved
639,26-04-2017,28-04-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,University End Semester exams,Not Available,Forex Intern,Approved
639,08-03-2017,08-03-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,College submision,Not Available,Forex Intern,Approved
639,16-03-2017,16-03-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,technical fest. at College,Not Available,Forex Intern,Approved
639,22-03-2017,22-03-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,sick leave,Not Available,Forex Intern,Approved
639,23-03-2017,23-03-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,sick leave (fever),Not Available,Forex Intern,Approved
639,27-03-2017,27-03-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,project fair in college,Not Available,Forex Intern,Approved
639,29-03-2017,29-03-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,health issues,Not Available,Forex Intern,Approved
639,17-04-2017,17-04-2017,25-01-2017,Earned Leave Intern COE,college submission,Not Available,Forex Intern,Rejected
639,02-05-2017,05-05-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,college final exams(gtu),Not Available,Forex Intern,Pending
204,21-04-2017,21-04-2017,01-07-2016,Earned Leave Intern COE,I was having urgent work at home,null,Forex Intern,Approved
204,29-03-2017,29-03-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,i was having urgent work at home,null,Forex Intern,Approved
204,01-05-2017,03-05-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,family function,null,Forex Intern,Approved
612,29-03-2017,29-03-2017,02-01-2017,Earned Leave Intern COE,fever,Not Available,Forex Intern,Approved
146,17-04-2017,17-04-2017,23-11-2015,Earned Leave Confirmed COE,Want to visit bank for loan purpose,null,Trainee Dealer,Approved
146,17-04-2017,17-04-2017,23-11-2015,Earned Leave Confirmed COE,Want to visit bank for loan purpose,null,Trainee Dealer,Approved
637,04-04-2017,04-04-2017,30-01-2017,Earned Leave Intern COE,festival,Not Available,Forex Intern,Approved
637,17-04-2017,17-04-2017,30-01-2017,Earned Leave Intern COE,not well,Not Available,Forex Intern,Approved
637,28-02-2017,28-02-2017,30-01-2017,Earned Leave Intern COE,family function,Not Available,Forex Intern,Approved
637,17-03-2017,17-03-2017,30-01-2017,Earned Leave Intern COE,not well,Not Available,Forex Intern,Approved
637,26-04-2017,26-04-2017,30-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,family problem,Not Available,Forex Intern,Pending
637,02-05-2017,02-05-2017,30-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,not well,Not Available,Forex Intern,Pending
192,16-03-2017,16-03-2017,01-06-2016,Earned Leave Confirmed COE,not feeling well,null,Trainee Dealer,Approved
192,22-03-2017,22-03-2017,01-06-2016,Earned Leave Confirmed COE,not feeling well,null,Trainee Dealer,Approved
192,02-05-2017,03-05-2017,01-06-2016,Earned Leave Confirmed COE,out of station,null,Trainee Dealer,Approved
192,03-05-2017,03-05-2017,01-06-2016,Earned Leave Confirmed COE,OUT OF STATION,null,Trainee Dealer,Approved
192,02-05-2017,02-05-2017,01-06-2016,Casual Leave Confirmed COE,out of station,null,Trainee Dealer,Approved
192,03-02-2017,03-02-2017,01-06-2016,Earned Leave Confirmed COE,not feeling well,null,Trainee Dealer,Rejected
192,07-02-2017,08-02-2017,01-06-2016,Earned Leave Confirmed COE,Not feeling well,null,Trainee Dealer,Rejected
192,25-01-2017,25-01-2017,01-06-2016,Earned Leave Confirmed COE,NOT FEELING WELL,null,Trainee Dealer,Rejected
192,14-02-2017,14-02-2017,01-06-2016,Casual Leave Confirmed COE,Dr. Appointment,null,Trainee Dealer,Rejected
102,28-03-2017,28-03-2017,01-07-2016,Earned Leave Confirmed COE,Appointment with physiotherapist,null,Trainee Dealer,Approved
124,24-04-2017,24-04-2017,01-09-2016,Earned Leave Confirmed COE,,null,Trainee Dealer,Approved
124,03-03-2017,03-03-2017,01-09-2016,Earned Leave Confirmed COE,Not feeling well.,null,Trainee Dealer,Approved
124,06-03-2017,06-03-2017,01-09-2016,Earned Leave Confirmed COE,I would like to request for full day leave as my grandfather had expired so i have to go to my hometown.,null,Trainee Dealer,Approved
124,27-03-2017,27-03-2017,01-09-2016,Earned Leave Confirmed COE,to attend family function.,null,Trainee Dealer,Approved
124,12-04-2017,12-04-2017,01-09-2016,Casual Leave Confirmed COE,I have to visit Bank.,null,Trainee Dealer,Approved
124,10-02-2017,10-02-2017,01-09-2016,Earned Leave Confirmed COE,Personal,null,Trainee Dealer,Rejected
511,25-01-2017,25-01-2017,26-12-2016,Earned Leave Intern VHR,family function,Not Available,Product Development Intern,Approved
225,20-02-2017,20-02-2017,22-11-2016,Earned Leave Intern VHR,Will come back from home on 20th Evening ,Talent Acquitision,AVP,Approved
225,10-03-2017,10-03-2017,22-11-2016,Earned Leave Intern VHR,Have to go home after 2pm for Holi,Talent Acquitision,AVP,Approved
866,21-04-2017,21-04-2017,15-03-2017,Earned Leave Intern COE,FINAL INTERNAL PROJECT REPORT  SUBMISSION AS WELL AS LAST DAY OF SIGNING ON REPORT,Finance,Forex Intern,Approved
866,24-04-2017,24-04-2017,15-03-2017,Earned Leave Intern COE,due to collecting of exam admit card as well as project report issues in submission,Finance,Forex Intern,Approved
629,20-02-2017,20-02-2017,18-01-2017,Earned Leave Intern COE,Due to accident ,Not Available,Forex Intern,Approved
629,17-03-2017,17-03-2017,18-01-2017,Earned Leave Intern COE,Cousin' Engagement,Not Available,Forex Intern,Approved
629,02-05-2017,02-05-2017,18-01-2017,Earned Leave Intern COE,Family Function ( Cousin's Marriage ),Not Available,Forex Intern,Approved
188,08-03-2017,08-03-2017,01-06-2016,Earned Leave Confirmed COE,Family function ,null,Trainee Dealer,Approved
188,30-03-2017,30-03-2017,01-06-2016,Earned Leave Confirmed COE,Sick leave appointment with doctor,null,Trainee Dealer,Approved
188,02-05-2017,02-05-2017,01-06-2016,Earned Leave Confirmed COE,family function at home,null,Trainee Dealer,Approved
188,03-05-2017,03-05-2017,01-06-2016,Casual Leave Confirmed COE,out of station ,null,Trainee Dealer,Approved
659,14-03-2017,14-03-2017,13-01-2017,Earned Leave Intern COE,Family Function,Not Available,Forex Intern,Approved
659,17-03-2017,17-03-2017,13-01-2017,Earned Leave Intern COE,Visiting Doctor,Not Available,Forex Intern,Approved
659,19-04-2017,19-04-2017,13-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Sick leave,Not Available,Forex Intern,Approved
659,20-02-2017,20-02-2017,13-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Doctor's appointment,Not Available,Forex Intern,Approved
659,02-05-2017,02-05-2017,13-01-2017,Earned Leave Intern COE,Out of station,Not Available,Forex Intern,Pending
152,05-04-2017,05-04-2017,08-02-2016,Earned Leave Confirmed COE,Not well,null,Trainee Dealer,Approved
152,07-04-2017,07-04-2017,08-02-2016,Earned Leave Confirmed COE,Not feeling well,null,Trainee Dealer,Approved
152,10-04-2017,10-04-2017,08-02-2016,Earned Leave Confirmed COE,"not well, went to consult Dr",null,Trainee Dealer,Approved
152,18-04-2017,18-04-2017,08-02-2016,Earned Leave Confirmed COE,Not well,null,Trainee Dealer,Approved
152,21-04-2017,21-04-2017,08-02-2016,Earned Leave Confirmed COE,Not well. Got Sore eyes,null,Trainee Dealer,Approved
152,23-03-2017,24-03-2017,08-02-2016,Earned Leave Confirmed COE,Not well,null,Trainee Dealer,Approved
152,03-04-2017,03-04-2017,08-02-2016,Casual Leave Confirmed COE,Dr Appointment,null,Trainee Dealer,Approved
152,13-04-2017,13-04-2017,08-02-2016,Casual Leave Confirmed COE,Not well. Fever n headache,null,Trainee Dealer,Approved
152,07-02-2017,07-02-2017,08-02-2016,Earned Leave Intern COE,Personal work in bank for removing banking statement and had to click photo as well for Singapore visa ,null,Trainee Dealer,Approved
152,09-01-2017,09-01-2017,08-02-2016,Earned Leave Intern COE,Not well,null,Trainee Dealer,Approved
152,10-01-2017,10-01-2017,08-02-2016,Earned Leave Intern COE,Not well,null,Trainee Dealer,Approved
152,12-01-2017,12-01-2017,08-02-2016,Earned Leave Intern COE,Not well.Dr. Appointment,null,Trainee Dealer,Approved
152,16-01-2017,17-01-2017,08-02-2016,Leave Without Pay for SixCap Mumbai COE Intern, I had injury in my foot as I fell down from stairs and suffer from severe cramp and swelling for which Dr prescribed me a bed rest for at least two days,null,Trainee Dealer,Approved
152,20-01-2017,20-01-2017,08-02-2016,Leave Without Pay for SixCap Mumbai COE Intern,Went to Dr. for Consulting and checkup,null,Trainee Dealer,Approved
152,25-01-2017,27-01-2017,08-02-2016,Leave Without Pay for SixCap Mumbai COE Intern,Out of town,null,Trainee Dealer,Approved
